seq_number,step_number,small_relevant,small_random,big_random,big_relevant,label
0:8,0:8:5,11,2,8,17,0
0:8,0:8:5,13,4,7,16,0
0:8,0:8:5,13,0,8,13,0
0:8,0:8:5,16,1,8,16,0
0:8,0:8:6,9,3,8,6,0
0:8,0:8:6,8,5,8,12,0
0:8,0:8:6,10,5,7,8,0
0:8,0:8:6,12,4,7,15,0
0:8,0:8:6,13,5,8,15,0
0:8,0:8:6,14,1,7,16,0
0:8,0:8:6,15,4,7,16,0
0:8,0:8:6,16,2,8,16,0
0:8,0:8:6,15,4,8,17,0
0:8,0:8:6,16,2,8,17,0
0:9,0:9:0,1,2,7,4,0
0:9,0:9:0,3,3,7,5,0
0:9,0:9:0,4,4,7,4,0
0:9,0:9:0,4,1,8,7,0
0:9,0:9:0,5,4,7,7,0
0:9,0:9:0,8,1,7,9,0
0:9,0:9:0,8,4,7,11,0
0:9,0:9:0,7,4,8,8,0
0:9,0:9:0,10,3,8,12,0
0:9,0:9:0,10,2,8,11,0
0:9,0:9:1,1,0,7,2,0
0:9,0:9:1,3,6,8,2,0
0:9,0:9:1,5,4,8,8,0
0:9,0:9:1,7,3,8,10,0
0:9,0:9:1,8,0,7,5,0
0:9,0:9:1,8,1,8,10,0
0:9,0:9:1,10,2,8,13,0
0:9,0:9:1,11,2,7,13,0
0:9,0:9:1,9,5,7,15,0
0:9,0:9:1,10,4,7,16,0
0:9,0:9:2,4,5,7,6,0
0:9,0:9:2,4,0,7,9,0
0:9,0:9:2,4,6,8,4,0
0:9,0:9:2,8,5,7,11,0
0:9,0:9:2,7,2,8,7,0
0:9,0:9:2,8,4,7,8,0
0:9,0:9:2,9,1,8,11,0
0:9,0:9:2,11,1,8,10,0
0:9,0:9:2,10,1,8,11,0
0:9,0:9:2,12,6,7,13,0
0:9,0:9:3,6,5,7,9,0
0:9,0:9:3,6,0,8,10,0
0:9,0:9:3,6,0,7,11,0
0:9,0:9:3,7,5,7,9,0
0:9,0:9:3,8,1,8,11,0
0:9,0:9:3,8,4,8,9,0
0:9,0:9:3,10,3,8,14,0
0:9,0:9:3,13,1,8,15,0
0:9,0:9:3,12,0,8,14,0
0:9,0:9:3,14,2,8,13,0
0:9,0:9:4,6,4,8,4,0
0:9,0:9:4,6,3,7,9,0
0:9,0:9:4,6,4,7,11,0
0:9,0:9:4,10,1,8,9,0
0:9,0:9:4,9,6,7,13,0
0:9,0:9:4,9,2,8,11,0
0:9,0:9:4,13,4,7,12,0
0:9,0:9:4,14,5,8,15,0
0:9,0:9:4,13,6,7,17,0
0:9,0:9:4,13,2,8,17,0
0:9,0:9:5,8,1,8,6,0
0:9,0:9:5,9,0,7,10,0
0:9,0:9:5,10,0,8,12,0
0:9,0:9:5,9,0,7,9,0
0:9,0:9:5,10,0,8,12,0
0:9,0:9:5,10,6,7,14,0
0:9,0:9:5,12,1,8,11,0
0:9,0:9:5,13,6,7,16,0
0:9,0:9:5,14,4,7,17,0
0:9,0:9:5,17,4,8,20,0
0:9,0:9:6,8,5,8,11,0
0:9,0:9:6,7,2,8,13,0
0:9,0:9:6,9,5,7,9,0
0:9,0:9:6,12,1,7,15,0
0:9,0:9:6,10,1,7,13,0
0:9,0:9:6,14,0,8,17,0
0:9,0:9:6,14,3,8,17,0
0:9,0:9:6,15,5,7,17,0
0:9,0:9:6,14,6,8,16,0
0:9,0:9:6,15,1,7,18,0
0:9,0:9:7,8,6,7,10,0
0:9,0:9:7,10,1,8,13,0
0:9,0:9:7,10,0,8,11,0
0:9,0:9:7,10,2,7,11,0
0:9,0:9:7,13,4,8,16,0
0:9,0:9:7,15,3,7,13,0
0:9,0:9:7,16,0,8,18,0
0:9,0:9:7,15,4,7,20,0
0:9,0:9:7,18,2,7,19,0
0:9,0:9:7,17,4,8,18,0
0:10,0:10:0,0,1,7,3,0
0:10,0:10:0,4,1,7,3,0
0:10,0:10:0,5,4,7,7,0
0:10,0:10:0,5,5,7,3,0
0:10,0:10:0,7,1,7,4,0
0:10,0:10:0,5,3,8,10,0
0:10,0:10:0,8,5,8,7,0
0:10,0:10:0,8,5,7,12,0
0:10,0:10:0,9,3,7,8,0
0:10,0:10:0,10,1,7,15,0
0:10,0:10:1,2,6,7,1,0
0:10,0:10:1,2,2,7,4,0
0:10,0:10:1,6,4,8,7,0
0:10,0:10:1,7,0,7,5,0
0:10,0:10:1,8,0,8,7,0
0:10,0:10:1,8,5,8,9,0
0:10,0:10:1,7,2,7,8,0
0:10,0:10:1,8,4,7,9,0
0:10,0:10:1,10,3,8,15,0
0:10,0:10:1,10,6,8,13,0
0:10,0:10:2,3,5,8,7,0
0:10,0:10:2,6,1,8,3,0
0:10,0:10:2,7,5,8,5,0
0:10,0:10:2,7,6,8,5,0
0:10,0:10:2,8,1,8,6,0
0:10,0:10:2,10,5,8,7,0
0:10,0:10:2,10,4,8,11,0
0:10,0:10:2,10,1,7,11,0
0:10,0:10:2,10,6,8,15,0
0:10,0:10:2,13,1,8,14,0
0:10,0:10:3,5,4,8,4,0
0:10,0:10:3,7,2,7,9,0
0:10,0:10:3,5,1,8,7,0
0:10,0:10:3,6,5,7,9,0
0:10,0:10:3,9,2,7,9,0
0:10,0:10:3,11,6,7,13,0
0:10,0:10:3,9,1,8,15,0
0:10,0:10:3,13,3,7,15,0
0:10,0:10:3,13,3,8,14,0
0:10,0:10:3,14,4,7,12,0
0:10,0:10:4,7,1,7,4,0
0:10,0:10:4,8,5,8,6,0
0:10,0:10:4,9,5,7,9,0
0:10,0:10:4,7,5,8,11,0
0:10,0:10:4,9,2,8,12,0
0:10,0:10:4,9,4,8,9,0
0:10,0:10:4,11,0,7,12,0
0:10,0:10:4,13,3,7,12,0
0:10,0:10:4,14,5,8,14,0
0:10,0:10:4,14,3,8,13,0
0:10,0:10:5,5,0,7,7,0
0:10,0:10:5,7,2,7,10,0
0:10,0:10:5,9,0,7,11,0
0:10,0:10:5,10,5,7,9,0
0:10,0:10:5,9,5,7,12,0
0:10,0:10:5,11,1,8,12,0
0:10,0:10:5,12,3,7,15,0
0:10,0:10:5,15,0,7,12,0
0:10,0:10:5,15,0,8,14,0
0:10,0:10:5,16,5,8,15,0
0:10,0:10:6,9,5,8,7,0
0:10,0:10:6,10,5,7,11,0
0:10,0:10:6,11,4,7,10,0
0:10,0:10:6,11,4,8,12,0
0:10,0:10:6,13,5,8,12,0
0:10,0:10:6,13,6,7,12,0
0:10,0:10:6,13,3,8,17,0
0:10,0:10:6,13,2,8,17,0
0:10,0:10:6,16,5,7,14,0
0:10,0:10:6,15,3,7,16,0
0:10,0:10:7,10,5,8,11,0
0:10,0:10:7,9,0,8,11,0
0:10,0:10:7,12,6,8,11,0
0:10,0:10:7,10,1,7,10,0
0:10,0:10:7,14,1,7,16,0
0:10,0:10:7,15,4,8,13,0
0:10,0:10:7,13,3,7,17,0
0:10,0:10:7,17,5,8,19,0
0:10,0:10:7,15,1,8,21,0
0:10,0:10:7,19,3,8,16,0
0:11,0:11:0,0,2,8,5,0
0:11,0:11:0,4,3,7,3,0
0:11,0:11:0,5,3,7,7,0
0:11,0:11:0,6,5,8,8,0
0:11,0:11:0,7,1,8,9,0
0:11,0:11:0,8,3,8,8,0
0:11,0:11:0,8,2,8,12,0
0:11,0:11:0,8,2,7,10,0
0:11,0:11:0,11,3,8,8,0
0:11,0:11:0,10,2,7,12,0
0:11,0:11:1,1,4,8,2,0
0:11,0:11:1,3,6,8,2,0
0:11,0:11:1,3,1,7,4,0
0:11,0:11:1,5,0,8,9,0
0:11,0:11:1,8,1,8,8,0
0:11,0:11:1,9,2,7,7,0
0:11,0:11:1,10,1,7,12,0
0:11,0:11:1,8,3,8,13,0
0:11,0:11:1,11,2,8,9,0
0:11,0:11:1,12,2,8,10,0
0:11,0:11:2,2,6,8,3,0
0:11,0:11:2,6,5,8,7,0
0:11,0:11:2,5,3,7,7,0
0:11,0:11:2,5,0,7,7,0
0:11,0:11:2,6,2,8,6,0
0:11,0:11:2,7,0,7,8,0
0:11,0:11:2,9,3,7,12,0
0:11,0:11:2,10,0,7,15,0
0:11,0:11:2,10,0,7,14,0
0:11,0:11:2,11,1,7,14,0
0:11,0:11:3,6,0,7,6,0
0:11,0:11:3,7,4,7,8,0
0:11,0:11:3,5,1,8,10,0
0:11,0:11:3,9,4,7,6,0
0:11,0:11:3,7,5,7,7,0
0:11,0:11:3,11,2,8,12,0
0:11,0:11:3,12,2,7,13,0
0:11,0:11:3,10,1,8,16,0
0:11,0:11:3,13,5,8,13,0
0:11,0:11:3,14,0,7,12,0
0:11,0:11:4,5,2,7,9,0
0:11,0:11:4,6,1,7,11,0
0:11,0:11:4,9,5,8,11,0
0:11,0:11:4,8,2,8,13,0
0:11,0:11:4,9,6,7,9,0
0:11,0:11:4,11,6,8,10,0
0:11,0:11:4,10,4,8,11,0
0:11,0:11:4,13,2,7,16,0
0:11,0:11:4,12,4,7,14,0
0:11,0:11:4,16,6,7,15,0
0:11,0:11:5,8,4,8,5,0
0:11,0:11:5,8,1,8,6,0
0:11,0:11:5,10,4,8,13,0
0:11,0:11:5,9,2,7,13,0
0:11,0:11:5,11,5,7,11,0
0:11,0:11:5,13,0,8,11,0
0:11,0:11:5,12,2,8,17,0
0:11,0:11:5,12,1,8,13,0
0:11,0:11:5,13,3,8,19,0
0:11,0:11:5,14,2,7,14,0
0:11,0:11:6,7,2,7,9,0
0:11,0:11:6,8,4,7,7,0
0:11,0:11:6,9,3,8,12,0
0:11,0:11:6,11,6,8,11,0
0:11,0:11:6,10,6,7,13,0
0:11,0:11:6,13,1,8,17,0
0:11,0:11:6,13,5,8,18,0
0:11,0:11:6,13,5,7,17,0
0:11,0:11:6,17,3,8,15,0
0:11,0:11:6,16,5,8,18,0
0:12,0:12:0,1,2,7,5,0
0:12,0:12:0,2,4,7,3,0
0:12,0:12:0,3,0,7,4,0
0:12,0:12:0,4,3,8,7,0
0:12,0:12:0,7,2,8,7,0
0:12,0:12:0,8,0,8,9,0
0:12,0:12:0,8,2,8,11,0
0:12,0:12:0,9,3,7,10,0
0:12,0:12:0,9,3,8,13,0
0:12,0:12:0,12,5,7,9,0
0:12,0:12:1,4,4,7,7,0
0:12,0:12:1,4,5,7,2,0
0:12,0:12:1,6,5,8,7,0
0:12,0:12:1,6,4,8,8,0
0:12,0:12:1,8,4,8,9,0
0:12,0:12:1,7,6,7,10,0
0:12,0:12:1,9,1,8,10,0
0:12,0:12:1,8,1,7,9,0
0:12,0:12:1,12,5,7,12,0
0:12,0:12:1,12,6,8,16,0
0:12,0:12:2,3,3,8,5,0
0:12,0:12:2,5,5,7,9,0
0:12,0:12:2,4,2,8,7,0
0:12,0:12:2,5,2,7,9,0
0:12,0:12:2,7,1,7,8,0
0:12,0:12:2,8,0,7,10,0
0:12,0:12:2,11,0,7,9,0
0:12,0:12:2,12,4,7,13,0
0:12,0:12:2,12,0,8,12,0
0:12,0:12:2,12,3,8,11,0
0:12,0:12:3,5,0,7,7,0
0:12,0:12:3,4,2,8,8,0
0:12,0:12:3,7,1,7,10,0
0:12,0:12:3,9,3,8,11,0
0:12,0:12:3,8,0,8,13,0
0:12,0:12:3,10,3,8,13,0
0:12,0:12:3,12,3,7,12,0
0:12,0:12:3,11,6,8,15,0
0:12,0:12:3,12,2,7,17,0
0:12,0:12:3,13,3,8,14,0
0:12,0:12:4,6,6,8,6,0
0:12,0:12:4,6,1,8,6,0
0:12,0:12:4,8,6,7,9,0
0:12,0:12:4,8,0,8,12,0
0:12,0:12:4,10,1,7,13,0
0:12,0:12:4,11,1,8,11,0
0:12,0:12:4,10,0,8,12,0
0:12,0:12:4,13,2,8,17,0
0:12,0:12:4,12,1,8,17,0
0:12,0:12:4,14,1,7,16,0
0:12,0:12:5,6,0,8,10,0
0:12,0:12:5,6,0,8,11,0
0:12,0:12:5,7,3,8,10,0
0:12,0:12:5,9,5,7,8,0
0:12,0:12:5,9,1,7,15,0
0:12,0:12:5,13,4,7,12,0
0:12,0:12:5,11,4,7,12,0
0:12,0:12:5,14,6,8,13,0
0:12,0:12:5,16,5,8,19,0
0:12,0:12:5,16,5,7,19,0
0:12,0:12:6,9,2,7,7,0
0:12,0:12:6,7,1,8,12,0
0:12,0:12:6,11,6,7,10,0
0:12,0:12:6,12,6,8,12,0
0:12,0:12:6,10,1,8,11,0
0:12,0:12:6,14,1,7,11,0
0:12,0:12:6,13,6,8,15,0
0:12,0:12:6,13,2,7,13,0
0:12,0:12:6,16,1,7,15,0
0:12,0:12:6,17,5,8,21,0
0:12,0:12:7,9,4,8,11,0
0:12,0:12:7,10,6,8,8,0
0:12,0:12:7,10,2,7,13,0
0:12,0:12:7,10,2,8,11,0
0:12,0:12:7,11,0,8,15,0
0:12,0:12:7,15,6,8,14,0
0:12,0:12:7,15,1,8,16,0
0:12,0:12:7,15,4,7,19,0
0:12,0:12:7,18,6,7,15,0
0:12,0:12:7,16,4,7,22,0
0:12,0:12:8,9,6,7,8,0
0:12,0:12:8,11,2,7,15,0
0:12,0:12:8,10,5,7,16,0
0:12,0:12:8,12,5,7,17,0
0:12,0:12:8,14,3,8,15,0
0:12,0:12:8,14,3,7,17,0
0:12,0:12:8,15,4,7,17,0
0:12,0:12:8,15,3,7,21,0
0:12,0:12:8,17,0,7,22,0
0:12,0:12:8,19,6,8,19,0
0:12,0:12:9,12,2,8,12,0
0:12,0:12:9,12,6,8,14,0
0:12,0:12:9,13,3,8,14,0
0:12,0:12:9,14,3,8,17,0
0:12,0:12:9,13,1,8,19,0
0:12,0:12:9,16,3,8,19,0
0:12,0:12:9,16,1,8,16,0
0:12,0:12:9,17,4,7,16,0
0:12,0:12:9,19,4,7,21,0
0:12,0:12:9,19,5,8,18,0
0:13,0:13:0,1,3,7,0,0
0:13,0:13:0,1,4,7,6,0
0:13,0:13:0,2,6,7,6,0
0:13,0:13:0,4,1,7,8,0
0:13,0:13:0,6,2,7,4,0
0:13,0:13:0,8,3,7,7,0
0:13,0:13:0,7,4,7,12,0
0:13,0:13:0,10,4,8,7,0
0:13,0:13:0,9,3,7,13,0
0:13,0:13:0,10,5,7,10,0
0:13,0:13:1,3,2,8,2,0
0:13,0:13:1,5,5,8,6,0
0:13,0:13:1,3,6,7,6,0
0:13,0:13:1,4,0,7,6,0
0:13,0:13:1,8,1,8,8,0
0:13,0:13:1,6,2,7,9,0
0:13,0:13:1,10,2,7,10,0
0:13,0:13:1,8,2,8,9,0
0:13,0:13:1,9,4,8,12,0
0:13,0:13:1,10,6,7,16,0
0:13,0:13:2,3,5,8,7,0
0:13,0:13:2,6,6,7,9,0
0:13,0:13:2,7,6,8,7,0
0:13,0:13:2,7,0,8,11,0
0:13,0:13:2,6,6,8,12,0
0:13,0:13:2,7,1,8,9,0
0:13,0:13:2,10,4,7,11,0
0:13,0:13:2,12,0,8,10,0
0:13,0:13:2,13,6,7,12,0
0:13,0:13:2,12,4,7,11,0
0:13,0:13:3,6,6,8,9,0
0:13,0:13:3,5,3,8,5,0
0:13,0:13:3,7,4,7,11,0
0:13,0:13:3,6,0,7,6,0
0:13,0:13:3,8,3,7,7,0
0:13,0:13:3,11,2,8,10,0
0:13,0:13:3,11,3,7,11,0
0:13,0:13:3,13,3,7,16,0
0:13,0:13:3,14,0,8,16,0
0:13,0:13:3,14,1,8,14,0
0:13,0:13:4,5,1,8,5,0
0:13,0:13:4,5,2,8,6,0
0:13,0:13:4,8,6,8,11,0
0:13,0:13:4,8,6,8,7,0
0:13,0:13:4,8,6,7,11,0
0:13,0:13:4,12,0,7,14,0
0:13,0:13:4,11,4,7,11,0
0:13,0:13:4,13,5,8,15,0
0:13,0:13:4,12,6,7,18,0
0:13,0:13:4,14,6,7,19,0
0:13,0:13:5,8,6,8,6,0
0:13,0:13:5,6,3,7,6,0
0:13,0:13:5,7,4,7,8,0
0:13,0:13:5,11,6,7,12,0
0:13,0:13:5,11,4,7,10,0
0:13,0:13:5,12,6,7,14,0
0:13,0:13:5,13,5,8,15,0
0:13,0:13:5,13,4,8,12,0
0:13,0:13:5,16,2,7,15,0
0:13,0:13:5,16,6,8,20,0
0:13,0:13:6,6,2,7,8,0
0:13,0:13:6,7,5,7,13,0
0:13,0:13:6,11,0,8,9,0
0:13,0:13:6,12,4,8,11,0
0:13,0:13:6,10,1,8,14,0
0:13,0:13:6,11,5,7,16,0
0:13,0:13:6,12,6,7,13,0
0:13,0:13:6,16,3,7,18,0
0:13,0:13:6,15,5,7,14,0
0:13,0:13:6,15,3,8,21,0
0:13,0:13:7,9,1,8,7,0
0:13,0:13:7,10,5,8,12,0
0:13,0:13:7,10,4,8,13,0
0:13,0:13:7,11,5,7,13,0
0:13,0:13:7,14,4,7,17,0
0:13,0:13:7,13,2,8,17,0
0:13,0:13:7,14,4,7,14,0
0:13,0:13:7,14,1,7,16,0
0:13,0:13:7,17,2,8,21,0
0:13,0:13:7,17,1,8,18,0
0:13,0:13:8,8,3,7,14,0
0:13,0:13:8,12,1,8,15,0
0:13,0:13:8,11,3,8,11,0
0:13,0:13:8,14,4,8,11,0
0:13,0:13:8,13,1,8,15,0
0:13,0:13:8,14,4,7,17,0
0:13,0:13:8,14,1,7,16,0
0:13,0:13:8,15,2,7,16,0
0:13,0:13:8,17,4,8,18,0
0:13,0:13:8,17,6,8,18,0
0:13,0:13:9,9,4,7,14,0
0:13,0:13:9,13,5,8,16,0
0:13,0:13:9,14,6,7,17,0
0:13,0:13:9,13,4,8,13,0
0:13,0:13:9,15,5,7,18,0
0:13,0:13:9,16,3,8,20,0
0:13,0:13:9,17,0,8,20,0
0:13,0:13:9,16,2,8,17,0
0:13,0:13:9,19,1,7,23,0
0:13,0:13:9,19,1,8,18,0
0:14,0:14:0,2,5,7,2,0
0:14,0:14:0,4,0,7,5,0
0:14,0:14:0,5,5,7,4,0
0:14,0:14:0,4,4,8,8,0
0:14,0:14:0,4,0,8,9,0
0:14,0:14:0,7,1,7,11,0
0:14,0:14:0,6,2,8,7,0
0:14,0:14:0,10,2,7,13,0
0:14,0:14:0,9,0,8,14,0
0:14,0:14:0,10,2,8,11,0
0:14,0:14:1,3,0,7,4,0
0:14,0:14:1,4,4,7,2,0
0:14,0:14:1,6,3,8,5,0
0:14,0:14:1,6,3,7,6,0
0:14,0:14:1,5,3,7,8,0
0:14,0:14:1,7,0,7,12,0
0:14,0:14:1,10,1,8,12,0
0:14,0:14:1,8,3,8,12,0
0:14,0:14:1,9,4,7,12,0
0:14,0:14:1,13,4,8,11,0
0:14,0:14:2,3,1,7,2,0
0:14,0:14:2,4,2,8,6,0
0:14,0:14:2,5,3,7,8,0
0:14,0:14:2,6,2,7,11,0
0:14,0:14:2,6,2,7,6,0
0:14,0:14:2,9,4,7,7,0
0:14,0:14:2,8,5,8,12,0
0:14,0:14:2,12,2,8,13,0
0:14,0:14:2,10,1,7,15,0
0:14,0:14:2,14,2,8,12,0
0:14,0:14:3,5,2,7,9,0
0:14,0:14:3,7,6,7,4,0
0:14,0:14:3,5,3,8,11,0
0:14,0:14:3,8,2,8,6,0
0:14,0:14:3,9,5,8,12,0
0:14,0:14:3,9,6,8,13,0
0:14,0:14:3,11,2,8,10,0
0:14,0:14:3,10,3,8,13,0
0:14,0:14:3,11,4,7,13,0
0:14,0:14:3,12,3,7,12,0
0:14,0:14:4,5,0,8,5,0
0:14,0:14:4,7,1,7,11,0
0:14,0:14:4,7,5,8,8,0
0:14,0:14:4,9,0,7,10,0
0:14,0:14:4,10,5,8,9,0
0:14,0:14:4,10,5,8,9,0
0:14,0:14:4,11,6,7,11,0
0:14,0:14:4,11,0,8,17,0
0:14,0:14:4,12,5,7,18,0
0:14,0:14:4,14,3,8,15,0
0:14,0:14:5,7,5,8,10,0
0:14,0:14:5,9,4,7,7,0
0:14,0:14:5,8,5,7,8,0
0:14,0:14:5,8,1,7,8,0
0:14,0:14:5,9,4,8,12,0
0:14,0:14:5,13,3,7,15,0
0:14,0:14:5,13,5,7,12,0
0:14,0:14:5,14,4,8,17,0
0:14,0:14:5,16,4,7,16,0
0:14,0:14:5,15,3,8,18,0
0:14,0:14:6,8,5,7,12,0
0:14,0:14:6,9,4,8,12,0
0:14,0:14:6,10,3,8,8,0
0:14,0:14:6,11,2,7,14,0
0:14,0:14:6,13,6,8,15,0
0:14,0:14:6,11,6,7,17,0
0:14,0:14:6,14,6,7,16,0
0:14,0:14:6,14,4,7,13,0
0:14,0:14:6,14,2,8,14,0
0:14,0:14:6,15,3,7,17,0
0:14,0:14:7,9,6,8,8,0
0:14,0:14:7,11,4,8,11,0
0:14,0:14:7,11,2,7,15,0
0:14,0:14:7,12,0,8,15,0
0:14,0:14:7,11,1,8,14,0
0:14,0:14:7,14,6,8,14,0
0:14,0:14:7,14,5,7,17,0
0:14,0:14:7,17,3,8,17,0
0:14,0:14:7,15,0,7,19,0
0:14,0:14:7,16,6,8,18,0
0:14,0:14:8,10,2,7,11,0
0:14,0:14:8,11,1,8,12,0
0:14,0:14:8,10,4,8,12,0
0:14,0:14:8,13,6,8,11,0
0:14,0:14:8,14,6,7,18,0
0:14,0:14:8,16,6,7,15,0
0:14,0:14:8,16,5,8,17,0
0:14,0:14:8,15,3,7,16,0
0:14,0:14:8,18,1,7,22,0
0:14,0:14:8,17,3,8,23,0
0:14,0:14:9,12,5,7,11,0
0:14,0:14:9,10,5,7,13,0
0:14,0:14:9,13,1,7,14,0
0:14,0:14:9,12,5,8,16,0
0:14,0:14:9,13,2,7,14,0
0:14,0:14:9,14,0,8,17,0
0:14,0:14:9,17,6,7,17,0
0:14,0:14:9,19,4,8,18,0
0:14,0:14:9,19,1,7,22,0
0:14,0:14:9,19,3,7,23,0
0:14,0:14:10,13,2,7,14,0
0:14,0:14:10,12,5,7,15,0
0:14,0:14:10,13,0,8,13,0
0:14,0:14:10,14,4,8,17,0
0:14,0:14:10,17,3,7,17,0
0:14,0:14:10,17,1,7,17,0
0:14,0:14:10,18,6,8,21,0
0:14,0:14:10,19,1,8,17,0
0:14,0:14:10,18,6,7,19,0
0:14,0:14:10,21,4,7,19,0
0:15,0:15:0,1,4,7,0,0
0:15,0:15:0,2,1,7,4,0
0:15,0:15:0,5,0,8,4,0
0:15,0:15:0,5,6,7,4,0
0:15,0:15:0,4,2,8,6,0
0:15,0:15:0,5,4,8,7,0
0:15,0:15:0,6,3,7,8,0
0:15,0:15:0,9,6,7,8,0
0:15,0:15:0,9,4,7,14,0
0:15,0:15:0,9,2,7,13,0
0:15,0:15:1,2,2,8,4,0
0:15,0:15:1,4,3,7,5,0
0:15,0:15:1,6,2,7,5,0
0:15,0:15:1,5,2,7,6,0
0:15,0:15:1,8,6,7,7,0
0:15,0:15:1,8,2,8,12,0
0:15,0:15:1,8,3,7,8,0
0:15,0:15:1,9,4,8,12,0
0:15,0:15:1,12,5,7,15,0
0:15,0:15:1,10,2,7,10,0
0:15,0:15:2,5,3,7,8,0
0:15,0:15:2,3,3,8,7,0
0:15,0:15:2,5,3,7,10,0
0:15,0:15:2,6,3,8,11,0
0:15,0:15:2,9,4,8,9,0
0:15,0:15:2,10,0,8,8,0
0:15,0:15:2,9,6,8,8,0
0:15,0:15:2,12,1,8,10,0
0:15,0:15:2,11,2,7,13,0
0:15,0:15:2,13,3,8,15,0
0:15,0:15:3,4,2,7,6,0
0:15,0:15:3,5,2,7,6,0
0:15,0:15:3,5,6,8,9,0
0:15,0:15:3,9,5,7,6,0
0:15,0:15:3,8,6,8,8,0
0:15,0:15:3,10,5,7,14,0
0:15,0:15:3,10,3,8,11,0
0:15,0:15:3,13,4,7,10,0
0:15,0:15:3,14,5,8,13,0
0:15,0:15:3,14,6,7,14,0
0:15,0:15:4,7,2,8,9,0
0:15,0:15:4,6,6,8,11,0
0:15,0:15:4,7,5,7,9,0
0:15,0:15:4,10,0,8,8,0
0:15,0:15:4,10,5,8,8,0
0:15,0:15:4,11,2,7,10,0
0:15,0:15:4,11,2,7,11,0
0:15,0:15:4,13,1,7,11,0
0:15,0:15:4,12,1,8,16,0
0:15,0:15:4,15,2,7,13,0
0:15,0:15:5,7,4,8,5,0
0:15,0:15:5,9,2,8,11,0
0:15,0:15:5,9,6,7,11,0
0:15,0:15:5,8,0,8,13,0
0:15,0:15:5,12,4,8,15,0
0:15,0:15:5,12,5,7,10,0
0:15,0:15:5,14,3,7,15,0
0:15,0:15:5,14,6,8,17,0
0:15,0:15:5,14,0,7,14,0
0:15,0:15:5,17,6,8,20,0
0:15,0:15:6,6,2,8,10,0
0:15,0:15:6,10,4,7,7,0
0:15,0:15:6,9,1,8,13,0
0:15,0:15:6,12,1,7,9,0
0:15,0:15:6,10,5,8,11,0
0:15,0:15:6,14,4,7,14,0
0:15,0:15:6,13,2,7,12,0
0:15,0:15:6,14,2,7,18,0
0:15,0:15:6,15,1,8,17,0
0:15,0:15:6,16,6,7,15,0
0:16,0:16:0,2,3,7,4,0
0:16,0:16:0,1,6,8,7,0
0:16,0:16:0,4,2,7,5,0
0:16,0:16:0,4,4,7,7,0
0:16,0:16:0,4,2,8,9,0
0:16,0:16:0,5,6,7,5,0
0:16,0:16:0,8,2,7,10,0
0:16,0:16:0,9,0,7,13,0
0:16,0:16:0,10,6,7,8,0
0:16,0:16:0,12,3,7,11,0
0:16,0:16:1,2,1,7,2,0
0:16,0:16:1,2,5,7,5,0
0:16,0:16:1,6,4,7,6,0
0:16,0:16:1,5,1,7,6,0
0:16,0:16:1,6,5,8,5,0
0:16,0:16:1,9,3,7,11,0
0:16,0:16:1,10,2,8,8,0
0:16,0:16:1,11,5,7,12,0
0:16,0:16:1,10,6,8,11,0
0:16,0:16:1,13,2,8,11,0
0:16,0:16:2,3,5,8,2,0
0:16,0:16:2,4,4,8,8,0
0:16,0:16:2,6,0,8,7,0
0:16,0:16:2,6,3,7,7,0
0:16,0:16:2,8,0,8,12,0
0:16,0:16:2,7,3,7,11,0
0:16,0:16:2,8,5,7,8,0
0:16,0:16:2,12,4,8,12,0
0:16,0:16:2,12,5,7,14,0
0:16,0:16:2,14,0,8,13,0
0:16,0:16:3,3,6,8,3,0
0:16,0:16:3,4,2,7,8,0
0:16,0:16:3,5,5,7,11,0
0:16,0:16:3,6,1,8,12,0
0:16,0:16:3,9,0,7,8,0
0:16,0:16:3,8,6,7,12,0
0:16,0:16:3,10,1,8,13,0
0:16,0:16:3,12,3,7,10,0
0:16,0:16:3,14,6,7,17,0
0:16,0:16:3,13,1,8,17,0
0:16,0:16:4,7,0,7,5,0
0:16,0:16:4,5,1,8,11,0
0:16,0:16:4,9,3,8,10,0
0:16,0:16:4,8,4,7,11,0
0:16,0:16:4,11,1,8,13,0
0:16,0:16:4,10,0,8,12,0
0:16,0:16:4,13,5,8,14,0
0:16,0:16:4,14,2,7,17,0
0:16,0:16:4,12,2,7,14,0
0:16,0:16:4,15,1,8,15,0
0:16,0:16:5,7,6,8,7,0
0:16,0:16:5,8,6,7,12,0
0:16,0:16:5,7,2,8,8,0
0:16,0:16:5,8,1,8,12,0
0:16,0:16:5,10,2,7,12,0
0:16,0:16:5,13,6,7,12,0
0:16,0:16:5,13,3,7,15,0
0:16,0:16:5,15,3,7,13,0
0:16,0:16:5,13,6,8,15,0
0:16,0:16:5,14,3,8,15,0
0:16,0:16:6,6,4,7,12,0
0:16,0:16:6,7,3,8,9,0
0:16,0:16:6,11,6,8,8,0
0:16,0:16:6,11,3,7,9,0
0:16,0:16:6,10,1,7,11,0
0:16,0:16:6,13,3,7,15,0
0:16,0:16:6,14,6,8,13,0
0:16,0:16:6,13,2,7,17,0
0:16,0:16:6,15,1,7,14,0
0:16,0:16:6,15,3,8,17,0
0:16,0:16:7,7,3,8,13,0
0:16,0:16:7,9,0,7,13,0
0:16,0:16:7,9,4,8,11,0
0:16,0:16:7,10,6,8,10,0
